name,id,premium,alternate_url,created_at,department.name,employer.name,area.name,professional_roles.name,employment.name,experience.name,salary,salary.from,salary.to,salary.currency,salary.gross,schedule.name,snippet.requirement,snippet.responsibility,working_time_intervals.name,type.name,description.vacancy
1С Аналитик,91143739,False,https://hh.ru/vacancy/91143739,2023-12-29T13:22:29+0300,,Decart IT-production,Москва,Аналитик,Частичная занятость,От 3 до 6 лет,NaN,110000.0,190000.0,RUR,True,Удаленная работа,Опыт работы системным или <highlighttext>бизнес</highlighttext>-<highlighttext>аналитиком</highlighttext> в компаниях 1С Франчайзи от 3 лет. Завершенные проекты с глубокой кастомизацией стандартного...,"Интервьюирование ключевых пользователей с целью уточнения бизнес-проблем, определение границ автоматизации и способов достижения бизнес-целей. Структурирование полученной информации и...",,Открытая,"""Все гениальное - изи!"" — не просто девиз, а наша философия. За годы работы мы выполнили более 200 проектов всех уровней сложности и наработали огромный опыт в сфере веб-разработки, поэтому реализация даже самых амбициозных it-проектов для нас — изи!Сейчас у нас несколько вакансий на позицию Senior 1C Аналитик на разные проекты (как полная занятость, так и проекты на совмещение). Мы предполагаем, что у тебя уже может быть проект и ты ищешь себе дополнительную занятость длительностью от 6 месяцев. Если это так, мы сможем тебе оперативно помочь).Обязанности:   Интервьюирование ключевых пользователей с целью уточнения бизнес-проблем, определение границ автоматизации и способов достижения бизнес-целей; Структурирование полученной информации и проектирование модели бизнес-процессов, формализация требований к автоматизированной системе; Моделирование учетной системы, выявление функциональных разрывов и подготовка контрольных примеров; Формирование проектной документации с применением современных систем управления проектами Atlassian (Jira, Confluence); Разработка технических заданий и функциональная постановка задач разработчикам.  Требования:  Опыт работы системным или бизнес-аналитиком в компаниях 1С Франчайзи от 3 лет; Завершенные проекты с глубокой кастомизацией стандартного функционала 1С; Экспертные знания по функционалу казначейство на базе одной из конфигураций ERP, УХ, 1С БИТ Финанс (желательно); Опыт подготовки проектной или пользовательской документации: ТЗ, инструкции, регламенты.  Условия:  Оформление в штат по удобному для тебя формату (ИП, самозанятость); График 5/2, фуллтайм/парттайм; гибкое утро;  Рабочее место там, где удобно и есть интернет;  Интересные проекты с серьезными задачами в разных областях;  Возможность перемещаться между проектами;  Мы любим проактивность и инициативность, слушаем и слышим каждого;)  Будем рады твоему отклику!)"
Руководитель отдела бизнес-анализа и учета,89685501,False,https://hh.ru/vacancy/89685501,2023-12-18T14:44:10+0300,ABSOL,ABSOL,Санкт-Петербург,Руководитель отдела аналитики,Полная занятость,От 3 до 6 лет,NaN,150000.0,200000.0,RUR,False,Полный день,"Высшее экономическое, математическое. Опыт работы в должности Руководителя/<highlighttext>Бизнес</highlighttext>-<highlighttext>аналитика</highlighttext> не менее 4 лет. Продвинутый пользователь MS Excel, Power BI. ",1. Управление ресурсами. 2. Организация процесса подготовки регулярной отчетности и ее регламентация. 3. Поддержка процесса бюджетирования и управленческой отчетности. 4. ,,Открытая,"АBSOL - управляющая компания двумя крупнейшими автомобильными дилерскими центрами Санкт-Петербурга - Дакар и Форсаж.Мы - большая команда профессионалов, которая показывает стабильный рост вне зависимости от обстоятельств.Наша миссия - поиск эффективности всегда, везде и во всем!   Обязанности: 1. Управление ресурсами; 2. Организация процесса подготовки регулярной отчетности и ее регламентация; 3. Поддержка процесса бюджетирования и управленческой отчетности; 4. Организация функции бизнес анализа для принятия решений руководством компании, подготовка регулярных аналитических отчетов по бизнес направлениям; 5. Выстраивание процесса по достижению целей подразделениями холдинга, координация работы смежных подразделений; 6. Участие в проектах по автоматизации в компании. Требования:  Высшее экономическое, математическое; Опыт работы в должности Руководителя/Бизнес-аналитика не менее 4 лет; Продвинутый пользователь MS Excel, Power BI; Опыт составления математических и экономических моделей будет преимуществом; Опыт работы в автомобильном бизнесе будет преимуществом.  Условия:  Официальное трудоустройство по ТК РФ; Стабильные выплаты заработной платы; Уровень ЗП обсуждается с успешными кандидатами; График работы: 5/2 с 09.00 до 18.00; Скидки на приобретение автомобилей, запчасти, дополнительного оборудование, ремонт и сервисное обслуживание.    Стань частью нашей команды!  "
Бизнес-аналитик 1C,88677017,False,https://hh.ru/vacancy/88677017,2023-12-11T09:45:06+0300,ABSOL,ABSOL,Санкт-Петербург,Бизнес-аналитик,Полная занятость,От 1 года до 3 лет,NaN,170000.0,,RUR,False,Полный день,Опыт работы с 1С от 1 года. Желательно знание нотации BPMN. Знание платформы и механизмов (принципа работы) 1С. ,"Создание ТЗ для разработчиков 1С, совместная работа (в роли <highlighttext>бизнес</highlighttext>-<highlighttext>аналитика</highlighttext>) и тестирование новой функциональности. Подготовка инструкций/демонстрация новой...",,Открытая,"ABSOL - это управляющая компания, которая регулирует деятельность двух крупнейших автомобильных дилеров Санкт-Петербурга ""Дакар"" и ""Форсаж"". ABSOL является ведущим центром притяжения для специалистов в сферах юриспруденции, бухгалтерии, экономики, IT-технологий.   Обязанности:  Участие в проектах по автоматизации на базе семейства программных продуктов 1С: Предприятие 8 в роли Бизнес-аналитика Общение с заказчиками Описание бизнес-процессов AS IS – TO BE Описание функциональных требований к новой функциональности системы Участие в проектировании оптимальных способов реализации требований Создание ТЗ для разработчиков 1С, совместная работа (в роли бизнес-аналитика) и тестирование новой функциональности Подготовка инструкций/демонстрация новой функциональности  Требования:  Опыт работы с 1С от 1 года Желательно знание нотации BPMN Знание платформы и механизмов (принципа работы) 1С Понимание оперативного учета, бизнес-процессов предприятий Грамотная устная и письменная речь Навыки проведения презентаци  Условия:  Официальное трудоустройство по ТК РФ График работы: 5/2 с 09:00 до 18:00 либо 10:00 до 19:00 Современный комфортный офис в 10 минутах ходьбы от Московских ворот Льготное ДМС Скидки на приобретение автомобилей, запчастей, доп. оборудование, ремонт и сервисное обслуживание а/м для сотрудников компании    Откликайся! Стань частью нашей команды!"
IT рекрутер,90641147,False,https://hh.ru/vacancy/90641147,2023-12-13T12:08:44+0300,,SMENA,Уфа,Специалист по подбору персонала,Полная занятость,От 1 года до 3 лет,NaN,50000.0,80000.0,RUR,False,Удаленная работа,Опыт точечного и потокового найма IT специалистов от 2 лет. Умение найти общий язык с нанимающим менеджером и подход к...,"Закрытие вакансий: Frontend, Backend Developer, Manual QA, Automaton QA, Product Manager, <highlighttext>Бизнес</highlighttext>-<highlighttext>аналитики</highlighttext>, Лиды направлений. Проведение первичных интервью и организация...",,Открытая,"Привет! Меня зовут Камилла, я лидер HR команды в SMENA. Цель моей команды – привлечь, нанять и адаптировать крутых специалистов, помочь с формированием Dream Team. Сейчас HR команда расширяется и находится в поисках IT рекрутера Задачи  Активный найм IT-специалистов Закрытие вакансий: Frontend, Backend Developer, Manual QA, Automaton QA, Product Manager, Бизнес-аналитики, Лиды направлений Проведение первичных интервью и организация технических Проведение интервью по soft-skills Онбординг новичков, точечная помощь в адаптации  Требования  Опыт точечного и потокового найма IT специалистов от 2 лет Умение найти общий язык с нанимающим менеджером и подход к поиску специалистов Умение самостоятельно организовывать свою работу — расставлять приоритеты и планировать время Использование разных источников поиска:hh, хабр, linkedin, telegram, boolean search, рекомендации и др. Жгучее желание прокачивать свои навыки и узнавать новое Знакомство с гибкими методологиями    Нанимаем по стеку технологий: Python, Django, React, Vue, Flutter, Kubernetes, Terraform, Grafana, Prometheus Инструменты в работе: Хантфлоу, Slack, Miro, HR-сервис, Сonfluence   Условия:  Гибридный или удаленный формат работы Гибкий график с 10:00 до 19:00 по Уфе Активные и вовлеченные в процесс найма и адаптации менеджеры вакансий  Менторская программа, которая помогает с адаптацией и достижением целей  Система оценки Performance review, которая дает возможность профессионального и финансового роста Помощь в обеспечении рабочего места удаленно/в офисе Возможность оплаты курсов, участия в конференциях для повышения квалификации 100% оплата больничных, дополнительные 3 дня day off в год Компенсация услуг психолога Выездные корпоративы для всех сотрудников компании     "
Бизнес-аналитик (инженер),83722709,False,https://hh.ru/vacancy/83722709,2023-12-29T01:19:59+0300,,Claire&Clarté,Москва,Бизнес-аналитик,Полная занятость,От 3 до 6 лет,NaN,150000.0,,RUR,True,Полный день,"Высшее техническое образование. Понимание задач цифровизации, требуемых для этого средств. Знание MS Office. Знание нормативной базы. Опыт работы от 2...",Выполнение текущих и оперативных поручений в проектах компании. Описание бизнес-процессов. Оптимизация бизнес-процессов с точки зрения автоматизации. ,,Открытая,"Компания С&C нуждается в специалисте, который готов участвовать в реализации проектов технической и технологической экспертизы и разработки проектных решений, выполнения НИОКР, аналитической и консультационной работах. Обязанности:  Выполнение текущих и оперативных поручений в проектах компании; Описание бизнес-процессов; Оптимизация бизнес-процессов с точки зрения автоматизации; Составление и оформление отчетных и презентационных материалов; Участие в проектах промышленной экспертизы; Участие в разработке технологических решений по повышению эффективности производственных процессов; Участие в разработке планов организационно-технических мероприятий; Сопровождение процесса внедрения мероприятий; Участие в разработке проектной и технической документации, необходимой для запуска ИТ-систем в эксплуатацию: концепция, описания бизнес-процессов, программно-аппаратная архитектура, функциональная архитектура, техническое задание, технический проект, инструкции пользователей и др. Обоснование эффективности предлагаемых технологических улучшений.  Требования:  Высшее техническое образование; Понимание задач цифровизации, требуемых для этого средств; Знание MS Office; Знание нормативной базы; Опыт работы от 2-х лет; Опыт работы в промышленности; Знание основ проектирования технологических комплексов;  Условия:  Гибкий график работы с ориентацией на результат; Возможны командировки; Оформление по ТК РФ; Премии по результатам работы; Перспективы карьерного роста; Заработная плата обсуждается по итогам собеседования. "
Рекрутер,90765264,False,https://hh.ru/vacancy/90765264,2023-12-18T06:02:03+0300,,Жираф,Барнаул,Специалист по подбору персонала,Полная занятость,От 1 года до 3 лет,NaN,60000.0,,RUR,False,Полный день,Аналогичный опыт работы в сфере IT будет преимуществом. Опыт подбора персонала обязателен. Желание развиваться в сфере подбора персонала.,"Подбор персонала IT- компанию: Программисты, <highlighttext>Бизнес</highlighttext>-<highlighttext>аналитики</highlighttext>, Менеджеры по продажам, Инженеры и пр. Поиск кандидатов в социальных сетях, на работных...",,Открытая,"Ведем подбор Рекрутера  в IT- компанию.   Современный офис, удобное месторасположение, лояльное руководство!  Компания - лидер рынка в своей отрасли, в стадии развития и внедрения новых процессов и услуг! Есть возможность расти и развиваться вместе с Компанией! Можно без опыта подбора персонала в сфере IT, главное желание!    Условия:   «Белая» заработная плата от 60 000р. График на выбор (с 8.00, 8.30, 9.00 и т.д.) как комфортно) Железнодорожный район Комната отдыха, чай-печенюшки, комфортное рабочее место, дружный коллектив))    Функционал:  Подбор персонала IT- компанию: Программисты, Бизнес-аналитики, Менеджеры по продажам, Инженеры и пр. Поиск кандидатов в социальных сетях, на работных сайтах, в профильных группах и сообществах Работа с ВУЗами, СУЗами, Образовательными учреждениями по привлечению специалистов и стажеров Ведение отчетности Вопросы адаптации и наставничества сопровождает другой специалист!    Требования:  Аналогичный опыт работы в сфере IT будет преимуществом Опыт подбора персонала обязателен Желание развиваться в сфере подбора персонала "
Бизнес-аналитик,90593312,False,https://hh.ru/vacancy/90593312,2023-12-30T11:05:39+0300,,Onescreen (ИП Попович Дмитрий Сергеевич),Москва,Бизнес-аналитик,Полная занятость,От 1 года до 3 лет,NaN,40000.0,60000.0,RUR,True,Удаленная работа,"Имеешь РЕЗУЛЬТАТИВНЫЙ опыт <highlighttext>Бизнес</highlighttext>-<highlighttext>аналитиком</highlighttext> с практикой работы в Power BI от 6 месяцев. Если нет, готовы рассмотреть кандидата на...","Изучать API маркетплейсов и др. программ (МойСклад, Финтабло, Yclients и др.) и писать ТЗ на выгрузку данных по API, ТЗ...",,Открытая,"Привет! В связи с расширением мы ищем перспективного и амбициозного кандидата на вакансию Бизнес-аналитика! Рассматриваем кандидатов из разных регионов в т.ч. — главное хороший интернет. Какие задачи ты будешь решать:    Изучать API маркетплейсов и др. программ (МойСклад, Финтабло, Yclients и др.) и писать ТЗ на выгрузку данных по API, ТЗ на расчеты из полученных данных   Проводить встречи с заказчиками, собирать ТЗ с заказчика   Согласовывать реализацию ТЗ в дашборде, согласовывать корректность расчетов в дашборде и внедрение нового функционала   Обучать клиента продукту   Придумывать новые фишки по улучшению дашбордов: улучшение визуала, функционала, внедрение новых отчетов   Почему работать в нашей компании выгодно для тебя? Наша главная ценность — постоянный рост и развитие. Любой активный, энергичный и ответственный за результат кандидат очень быстро вырастет в нашей команде по вертикали или горизонтали.Дружная, открытая команда в этом точно поможет. Средний возраст в команде 25-28 лет, у нас работают амбициозные и заряженные сотрудники:) У нашего идеального кандидата:   Аналитический склад ума, умение систематизировать информацию   Цифры и автоматизация — то, что ты любишь больше всего   Есть намерение быстро расти, развиваться, брать на себя больше ответственности и быть проактивным, предлагать задачи по оптимизации и говорить о косяках, которые замечаешь, а не отмалчиваться в сторонке   Тебе точно подойдет эта вакансия, если ты:   Имеешь РЕЗУЛЬТАТИВНЫЙ опыт Бизнес-аналитиком с практикой работы в Power BI от 6 месяцев. Если нет, готовы рассмотреть кандидата на позицию стажера (оплачиваемую).   Имеешь компьютер с Power BI, камеру, тихое деловое рабочее место и устойчивый интернет   Тебе точно НЕ подойдет эта вакансия, если ты:   Планируешь работать строго по графику, не ориентируясь на результат   Не готов регулярно обучаться и вкладывать дополнительное время на собственное развитие   Что мы можем предложить:   Удаленная работа из любой точки мира   Удобные рабочие инструменты, которыми мы пользуемся (YouGile, Zoom)   Карьерный вертикальный рост до руководителя аналитического отдела/операционного директора/директора по продукту или горизонтальный рост в сторону разработки в Python/SQL, BI-аналитики, дизайна UX/UI и др.направлений   После отправки ответа на вакансию, тебе будет предложено перейти по ссылке в наш Telegram-бот. В нем ты найдешь видео о нашей компании OneScreen и тестовое задание. Ждем тебя в нашей команде!"
Бизнес-аналитик 1С,90468709,False,https://hh.ru/vacancy/90468709,2023-12-11T08:34:35+0300,,"Орматек, ГК",Нижний Новгород,Другое,Полная занятость,От 1 года до 3 лет,NaN,58000.0,58000.0,RUR,False,Полный день,"Опыт работы на аналогичной должности (желательно). Уверенный пользователь ПК, знание 1С и базовых программ Microsoft Office (Word, Excel). ","Внедрение, оптимизация и автоматизация новых и действующих бизнес - процессов в 1С/PM/CS для канала продаж B2B. ",,Открытая,"Мы ГК Орматек и Мы являемся ОДНИМИ ИЗ ЛУЧШИХ по версии списка Forbеs в рейтинге работодателей России. ГК Орматек — это ведущий производитель товаров для сна, корпусной мебели и мебели для спален уже больше 20 лет   Приглашаем в нашу команду Бизнес-аналитик 1C   Наши условия:  Удобный график работы: 5/2 c 8:00 до 17:00, выходные СБ-ВС; Профессиональный и карьерный рост; Выплата заработной платы 2 раза в месяц, оплата отпуска и больничных листов; Обучение у профессионалов; Интересная работа в крупной компании федерального уровня; Скидки на продукцию компании.  Обязанности:  Внедрение, оптимизация и автоматизация новых и действующих бизнес - процессов в 1С/PM/CS для канала продаж B2B Создание необходимых отчетов в 1С/CS по запросу от сотрудников Дирекции B2B Помощь и консультация партнеров и сотрудников Дирекции B2B в организационных вопросах или действующих бизнес-процессах Устранение ошибок в работе 1С при запросе через СЗ от сотрудников Дирекции B2B или смежных подразделений Адаптация работы партнера с нами через ПО Контур.Edi и Контур. ЭДО: настройка ПО самостоятельно и с помощью ДИТ и программистов Контура. Устранение ошибок в работе  Требования:  Опыт работы на аналогичной должности (желательно); Уверенный пользователь ПК, знание 1С и базовых программ Microsoft Office (Word, Excel); Аналитический склад ума; стрессоустойчивость, внимательность, ответственность; умение работать в режиме многозадачности; Доброжелательность, позитивное мышление; Умение работать в команде, нацеленность на результат    МЫ ЖДЕМ ЛУЧШЕГО СОТРУДНИКА! МЫ ЖДЕМ ТЕБЯ!"
Бизнес-аналитик коммерческого департамента,90216923,False,https://hh.ru/vacancy/90216923,2023-12-20T10:38:31+0300,,ANCOR,Екатеринбург,Аналитик,Полная занятость,От 1 года до 3 лет,NaN,,77600.0,RUR,True,Полный день,"Знание ключевых показателей коммерческой деятельности. Уверенный пользователь ПК, знание Excel на высоком уровне (ВПР, свободные таблицы, сложные формулы). ","Анализировать показатели подразделения, акцентировать внимание сотрудников на западающих блоках. Формировать регулярную отчетность, в том числе в формате презентаций. ",,Открытая,"Открыт набор в крупнейшую федеральную компанию в сфере ритейла. Место работы находится по адресу г. Екатеринбург Советская 6А Обязанности:  Анализировать показатели подразделения, акцентировать внимание сотрудников на западающих блоках; Формировать регулярную отчетность, в том числе в формате презентаций; Контролировать и координировать обратную связь сотрудников по снижению показателей, формировать action plan; Готовить информацию к ревью категорий; Курировать рабочие группы по регулярным процессам (подготовка аналитики, контроль исполнения, ведение протоколов, статусы по задачам); Координировать и контролировать выполнение поставленных задач сотрудникам подразделения; Адаптировать инструменты и бизнес-процессы для эффективной работы сотрудников подразделения; Оформлять командировочные листы и сопроводительную документацию сотрудникам подразделения; Координировать процесс документооборота: передача оригиналов документов в архив.  Требования:  Знание ключевых показателей коммерческой деятельности; Уверенный пользователь ПК, знание Excel на высоком уровне (ВПР, свободные таблицы, сложные формулы). Умение работать с большим объемом данных и различной аналитической отчетностью, консолидировать информацию и выдавать основные выжимки из многочисленной отчетности.  Условия:  Официальное трудоустройство; График работы 5/2; Корпоративное развитие; Корпоративная сотовая связь. "
IT project manager / Business analyst,90570812,False,https://hh.ru/vacancy/90570812,2023-12-26T17:12:11+0300,,ИЛЬ ДЕ БОТЭ,Москва,Руководитель проектов,Полная занятость,От 3 до 6 лет,NaN,,200000.0,RUR,False,Полный день,"Высшее образование: ИТ, маркетинг, менеджмент. Опыт в качестве проектного менеджера, подтвержденный опыт в бизнес-анализе. Опыт работы с WMS, TMS...","Выполнение роли проектного менеджера и <highlighttext>бизнес</highlighttext> <highlighttext>аналитика</highlighttext>, формирование и управление беклогом задач. Проработка и декомпозиция задач, проведение бизнес-анализа и...",,Открытая,"Управление беклогом проектов OMS и развитие логистических сервисов. Обязанности:  Выполнение роли проектного менеджера и бизнес аналитика, формирование и управление беклогом задач; Проработка и декомпозиция задач, проведение бизнес-анализа и ревью; Анализ KPI OMS, отчетность, корректировка логики и процессов для улучшения метрик; Планирование сроков реализации проектов; Управление сроками, рисками, качеством проекта на всех этапах; Контроль скоупа проекта; Координация внешних команд разработки, взаимодействие со смежными направлениями; Проведение презентаций, подготовка срезов и отчетности по проекту; Выявление и устранение стопперов проекта; Работа в команде на общий результат.  Требования:  Высшее образование: ИТ, маркетинг, менеджмент; Опыт в качестве проектного менеджера, подтвержденный опыт в бизнес-анализе; Опыт работы с WMS, TMS, OMS; Опыт IT проектного управления (умение держать под контролем срок, состав, бюджет проекта); Опыт формирования деталей проблемы и умение декомпозировать и описать решение; Понимание логистических процессов интернет-магазина; Опыт ведения проектов для внешних заказчиков от идеи до запуска и аналитики; Способность организовать работу и коммуникации с различными смежными командами, опыт постановки задач разработчикам; Понимание ценностей и принципов Agile, знание основных проектных методологий, умение гибко подстраиваться под изменяющиеся факторы среды; Готовность к поиску инновационных решений и внедрению новых технологий; Опыт проведения презентаций, kick-off, проектных комитетов, статусных встреч; Опыт договорной и конкурсной деятельности; Опыт управления взаимоотношениями с подрядчиками; Владение Powerpoint, Excel, Miro, JIRA, Basecamp, Notion, Postman, Grafana для подготовки презентаций и статусов, построения bpmn диаграмм, архитектурных схем, работы с API / файловыми интерфейсами; Аналитический склад ума, проактивность, желание упрощать и искать win-win-win решения; Высокий уровень автономности и самоорганизованности - возможность как запрыгнуть в уже идущий проект, так и лидировать проект по развитию продукта с ноля; Грамотная устная и письменная речь.  Условия:  Работа в атмосфере красоты и престижа в компании с 20-летней историей; Официальное оформление и социальные гарантии в полном соответствии с Российским законодательством; Условия оформления: cрочный трудовой договор на 1 год с возможностью пролонгации; Пятидневный график работы, гибрид; Офис в центре Москвы, шаговая доступность от метро Павелецкая; Страхование жизни через 3 месяца работы в компании; ​​​​ДМС с 30% франшизы через 6 месяцев работы в компании. "
Бизнес-Аналитик,90841187,False,https://hh.ru/vacancy/90841187,2023-12-28T16:14:06+0300,,Madison Consult,Москва,Бизнес-аналитик,Полная занятость,От 3 до 6 лет,NaN,120000.0,,RUR,True,Удаленная работа,"Хорошее знание amoCRM (виджеты, интеграции, аналитика и тд). Опыт работы с Sensei или умение моделировать бизнес-процессы в BPMN. ","Проводить аудит бизнес-процессов клиента (включая существующие у клиента CRM-системы и средства автоматизации), выявлять потребности, квалифицировать клиентов. ",,Открытая,"Компания Madison Consult существует с 2015 года и является топовым сертифицированным партнёром AmoCRM, U-ON Travel, UIS, LIFE PAY, CoMagic и др. облачных сервисов. Наши эксперты отдела реализации проводят аудит бизнес-процессов компании и помогают выстроить эффективную дистанционную работу за счёт создания IT-инфраструктуры: мы подключаем и настраиваем CRM, IP-телефонию, прием платежей, онлайн-кассы, мессенджеры, чат-боты, сквозную аналитику, программы лояльности и другие digital-инструменты. А также помогаем привлекать и удерживать клиентов, обучаем и оказываем поддержку руководителям и собственникам бизнеса. Мы ищем Бизнес-аналитика со знанием amoCRM и Sensei на полностью удалённую занятость. Если вы ищете интересный и динамичный проект, где можно проявить свои навыки и получить новый опыт, то ждем вас в нашей команде!Что будете делать:  Проводить аудит бизнес-процессов клиента (включая существующие у клиента CRM-системы и средства автоматизации), выявлять потребности, квалифицировать клиентов. Составлять КП, исходя из уровня и потребностей клиента. Составлять техническое задание на внедрение. Консультировать клиентов по продуктам компании. Подключать и настраивать сервисы: CRM-системы, телефонию, мессенджеры, платежные и кассовые решения. Проводить обучение клиентов работе с интегрированными системами.  Что ждём от вас:  Хорошее знание amoCRM (виджеты, интеграции, аналитика и тд). Опыт работы с Sensei или умение моделировать бизнес-процессы в BPMN. Готовность к большому количеству длительных созвонов (1-2 часа) с клиентами для аудита и обучения. Знание средств автоматизации бизнеса (ip-телефония, боты, интернет-эквайринг). Опыт работы в продажах или хорошее понимание грамотной организации работы отдела продаж. Умение заинтересовать клиента самой идеей автоматизации бизнес-процессов через CRM. Умение грамотно излагать свои мысли устно и письменно, аргументировать выбор. Умение разговаривать на языке выгод и цифр. Опыт написания ТЗ и согласования с клиентами бизнес и функциональных требований. Умение описывать сценарии использования (Use Case). Умение читать API и документацию для интеграции с другими системами. Опыт внедрения и настройки CRM-систем под потребности клиента, а также подключение доп.сервисов.  Что мы предлагаем:  Удалённая работа. Вы можете работать из любой точки мира, главное - стабильный интернет; График работы 5/2 с 10:00 до 19:00 МСК; Фиксированный оклад + KPI с реализованных проектов; Уровень заработной платы зависит от ваших способностей, скорости и качества обучения. Средняя заработная плата в первые полгода 80 000 рублей на позиции младшего специалиста и от 120 000 для кандидатов с опытом в данной сфере; Испытательный срок: 1-2 месяца; Оплачиваемый отпуск; Регулярное обучение. У нас есть база знаний, регулярные планерки, также вам будет помогать руководитель. Главное, чтобы вы были готовы много обучаться, находить и проверять информацию. Хоть мы и предлагаем удалённую работу, но несколько раз в год мы собираем весь наш коллектив, из разных уголков мира, в Москве на корпоративное мероприятие (проезд и проживание оплачивает компания).  Мы уверены, что только работая над сложными проектами, можно расти и развиваться профессионально, поэтому ищем талантливых людей, готовых принять наши вызовы.Ждём ваших откликов"
