name;id;premium;alternate_url;created_at;department.name;employer.name;area.name;professional_roles.name;employment.name;experience.name;salary;salary.from;salary.to;salary.currency;salary.gross;schedule.name;snippet.requirement;snippet.responsibility;working_time_intervals.name;type.name;description.vacancy
Системный аналитик;86239874;ЛОЖЬ;https://hh.ru/vacancy/86239874;22.12.2023 11:56;;Дентро;Мытищи;Системный аналитик;Полная занятость;От 1 года до 3 лет;NaN;140000.0;140000.0;RUR;ЛОЖЬ;Полный день;Понимание объектной модели 1С, опыт работы с прикладными решениями 1С на уровне продвинутого пользователя. Опыт описания бизнес-процессов. ;Взаимодействие с внутренними заказчиками, сбор, анализ, формализация требований по доработке информационных систем на базе 1С. Составление функциональных и технических...;;Открытая;"Dentro – это ведущая транспортно-экспедиторская компания, представляющая собой на текущий момент:  Отрасль – грузовые автомобильные перевозки по РФ (FTL) с количеством рейсов более 60 000 за первое полугодие 2023 года; Оборот – 12 млрд. руб. в год; Количество занятых – 1500 человек; Присутствие на территории 7 Субъектов Федерации.  В связи с прогрессивным ростом и расширением компания приглашает кандидатов на должность ""Системный аналитик"" Задачи, которые нужно будет успешно решать:  Взаимодействие с внутренними заказчиками, сбор, анализ, формализация требований по доработке информационных систем на базе 1С; Составление функциональных и технических спецификаций; Постановка задач разработчикам и контроль выполнения работ; Тестирование и приемка разработанной функциональности; Разработка методической документации, инструкций для пользователей; Организация внедрения нового функционала в работу, обучение пользователей; Участие в решении инцидентов на этапе внедрения.  Наши ожидания от кандидата:  Понимание объектной модели 1С, опыт работы с прикладными решениями 1С на уровне продвинутого пользователя; Опыт описания бизнес-процессов; Опыт составления функциональных требований, технических заданий для разработки; Опыт постановки задач, взаимодействия с программистами, приемки результатов разработки, непосредственного участия в тестировании функционала; Способность координировать работу команды для достижения результатов в оговоренные сроки; Гибкое аналитическое мышление; Высокий уровень самостоятельности.  Что мы предлагаем:  Заработная плата 140 000 руб. net (стабильные официальные выплаты); График 5/2 с 09:00 до 18:00 ч; Комфортное место работы в офисе по адресу: г. Мытищи, Олимпийский пр-кт, стр. 10, БЦ «Альта»; Официальное оформление в соответствии с ТК РФ; Корпоративная мобильная связь; Корпоративный фитнес и бассейн; Работа в дружном и сплоченном коллективе, постоянно стремящемуся к развитию и совершенствованию; Путешествия лучших сотрудников по РФ (Карелия, Ингушетия, Сочи и т.д.) по итогам ежеквартальных показателей и участие в спортивных мероприятиях (беговые лыжи, марафоны, единоборства) на соревновательных площадках Карелии, Твери и других городов РФ. "
Системный аналитик;88659711;ЛОЖЬ;https://hh.ru/vacancy/88659711;20.12.2023 13:14;;Уральский завод гражданской авиации;Екатеринбург;BI-аналитик, аналитик данных;Полная занятость;От 1 года до 3 лет;NaN;103000.0;;RUR;ЛОЖЬ;Полный день;Высшее техническое образование (IT). Опытный пользователь ПК. Знание нотаций моделирования бизнес-процессов. Навыки сбора бизнес-требований. Знание процесса управления изменениями. ;Анализ бизнес-процессов с их последующей автоматизацией. Составление бизнес-требований. Разработка технических заданий и спецификаций. Тестирование программного обеспечения.;;Открытая;Требования  Высшее техническое образование (IT). Опытный пользователь ПК. Знание нотаций моделирования бизнес-процессов. Навыки сбора бизнес-требований. Знание процесса управления изменениями. Аналитический склад ума, коммуникабельность, стрессоустойчивость, исполнительность, инициативность, желание к саморазвитию и обучению.  Обязанности  Анализ бизнес-процессов с их последующей автоматизацией. Составление бизнес-требований. Разработка технических заданий и спецификаций. Тестирование программного обеспечения.  Условия  Работа на крупном развивающемся предприятии. Официальное трудоустройство в соответствии с ТК РФ. Достойная заработная плата. Расширенный соц. пакет (ежегодная индексация заработной платы, доплата за выслугу лет и др.). Полис ДМС. Обучение, повышение квалификации и возможность карьерного роста. Корпоративные мероприятия (праздники в формате активного отдыха на горнолыжных базах, туристические слеты, концертные мероприятия, детские праздники для сотрудников с детьми). Спортивные секции (бассейн, волейбол, футбол, хоккей, парашютная секция, фитнес-клуб на корпоративных условиях) и соревнования (по футболу, настольному теннису, боулингу, бильярду и др.). Софинансирование абонемента в фитнесс зал. Ведомственный детский сад. Район работы: г. Екатеринбург, Бахчиванджи 2Г. Доставка служебным транспортом (Ботаника, Химмаш, ЖБИ, Уралмаш, Эльмаш, Компрессорный, Юго-Западный район, Автовокзал, Уктус, Академический район, Солнечный, Светлый, Елизавет, Горный Щит, Пионерский район, Птицефабрика, Сосновый бор, Сибирский тракт, Патруши, Бородулино, Косулино, Урал НИИСхоз, Арамиль, Большой Исток). График работы: 5/2 с 08.00 до 17.00. Отсрочка от частичной мобилизации / срочной службы в армии. 
Системный аналитик;89601244;ЛОЖЬ;https://hh.ru/vacancy/89601244;13.12.2023 14:58;;SberTech;Москва;Системный аналитик;Полная занятость;От 3 до 6 лет;NaN;250000.0;;RUR;ЛОЖЬ;Полный день;Аналитический склад ума, умение работать самостоятельно и готовность брать на себя ответственность. Высокие коммуникативные навыки, умение договариваться и четко формулировать...;Проектирование компонентов АС с учетом процессов DevOps, сопровождения, мониторинга, требований безопасности и надежности. Проектирование интеграционных взаимодействий, в том числе с...;;Открытая;"Мы ищем аналитика/проектировщика в команду развития EDA-сегмента облачной интеграционной платформы Сбера. Synapse является cloud-native решением и основным инструментом для перевода продуктов Сбера на облачную архитектуру. Наша команда работает в Интеграционном направлении платформы Synapse – это высоконагруженные компоненты, работающие с разными видами транспорта: MQ, Kafka, HTTP, задачи по оптимизации производительности, диагностирование проблем на разных уровнях от прикладного до сетевого. На нем построены интеграции многих компонентов банковских сервисов. Особенности проекта:  работаем на open-source стеке технологий (Apache Kafka, Apache Flink, различные MQ); реализуем высоконагруженные (более 100 000 tps) и отказоустойчивые (99,99) технологии передачи и потоковой обработки событий; работаем с событийными архитектурами (EDA), консультируем по проектированию и обеспечиваем технологический бэкграунд; у нас приветствуется opensource contribution.  Твои задачи:  Проектирование компонентов АС с учетом процессов DevOps, сопровождения, мониторинга, требований безопасности и надежности. Проектирование интеграционных взаимодействий, в том числе с использованием контейнеров и облачных технологий. Архитектурная проработка и проектирование решений для продуктов команды Техстек регулярно расширяется, есть исследовательские задачи. Анализ требований к автоматизированным системам и сервисам.  Что мы ждем от тебя:  Аналитический склад ума, умение работать самостоятельно и готовность брать на себя ответственность. Высокие коммуникативные навыки, умение договариваться и четко формулировать свои мысли, желание и умение работать с людьми. Понимание принципов построения архитектуры высокодоступных и высоконагруженных приложений Знание методологий проектирования, разработки, развертывания, сопровождения программного обеспечения, используемых инструментов. Хорошее представление о регулярных форматах описания: XML, JSON, YAML. Знакомство с нотациями UML, BPMN, методологиями IDEF0, IDEF1x. Будет плюсом опыт их применения при подготовке требований. Опыт участия в интеграционных проектах.   Представление о существовании различных интеграционных протоколов (RPC, REST, SOAP и др.).  Будет плюсом:  Опыт разработки ТЗ/опыт программирования. Знание процесса управления требованиями. Опыт проектирования программных интерфейсов и сервисов. Понимание особенностей построения крупных корпоративных систем.   Знание классических алгоритмов и структур данных.   Опыт работы с Jira, Confluence, Git.  Что мы можем предложить:   проекты большого масштаба в которых есть возможность делать жизнь миллионов людей лучше сложные и интересные задачи: высоконагруженные сервисы, которые задают уровень для конкурентов качеством и технологиями оборудование: мощное железо, дополнительные мониторы ? все для решения масштабных задач и экспериментов льготная программа на покупку недвижимости в новостройке или строительство дома для IT от 4,7% команда: работа бок о бок со лучшими из IT-индустрии, каждый из которых может поделиться своей экспертизой профессиональное развитие: развиваем культуру профсообществ и внутри компании мы организуем meetup, встречи разработчиков и тестировщиков, семинары и тренинги, куда открыт доступ каждому сотруднику новый опыт - лучшие сотрудники выступают на ИТ-конференциях гибридный формат работы или офис Даниловский Форт - 10-15 минут от метро Тульская и МЦК Верхние Котлы, крытый паркинг для всех сотрудников, велопарковка здоровье и спорт: программа ДМС для сотрудников и их родственников, собственный тренажерный зал в офисе. "
Аналитик-разработчик RPA;90806699;ЛОЖЬ;https://hh.ru/vacancy/90806699;30.12.2023 18:11;;7RedLines;Москва;Аналитик;Полная занятость;От 1 года до 3 лет;NaN;110000.0;130000.0;RUR;ЛОЖЬ;Удаленная работа;Опыт работы в роли <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> или разработчика RPA от 2х лет. Опыт разработки BluePrism/UiPath/Primo RPA / т...;"Создавать ""роботов"" на платформе Pix RPA. Пилоты и проекты. Общение с Заказчиком, согласование бизнес-требований, разработка спецификаций. Участие в проработке...";;Открытая;"Обязанности:  Создавать ""роботов"" на платформе Pix RPA. Пилоты и проекты; Общение с Заказчиком, согласование бизнес-требований, разработка спецификаций Участие в проработке архитектур решений; Проектирование тест-кейсов и подготовка тестовых данных; Документирование разработанных решений, включая ТЗ и руководства пользователя; Работа в группе из аналитиков, разработчиков и технических писателей, определение состава и объемов работ, исполнение плана и сроков выполнения работ.  Требования:  Опыт работы в роли системного аналитика или разработчика RPA от 2х лет; Опыт разработки BluePrism/UiPath/Primo RPA / т.п. от 1 года Знание SQL; Знание методологий разработки и внедрения программного обеспечения.  Будет плюсом:  Наличие сертификата на платформе Pix RPA  Условия:  Трудоустройство в штат на основании ТК; Удаленная работа по времени Мск, любой город; Уровень дохода в соответствии с навыками, по результатам встреч.  Почему к нам стоит присоединиться? Потому что у нас:  Можно развиваться: Интересные задачи, постоянный профессиональный рост; Всё гибко: гибридный график – удаленка+офис или полная удаленка, гибкое начало дня с 7.00 до 11.00 – комфортно и жаворонкам, и совам, нет бюрократии ради бюрократии; Зарплаты в рынке: ежегодная переоценка, белая зарплата, официальное трудоустройство; Надежно и стабильно: аккредитация в реестре ИТ организаций (льготная ипотека, отсрочка от армии); Интересно работать: задачи, которые не дают выгорать. Возможность реализовать свой потенциал в различных ролях; Классный коллектив: средний возраст 30-32, крутые наставники, отзывчивые коллеги.   "
Системный Аналитик (внедрение);90675855;ЛОЖЬ;https://hh.ru/vacancy/90675855;14.12.2023 10:27;;Pravo.Tech;Москва;Аналитик;Полная занятость;От 1 года до 3 лет;NaN;;150000.0;RUR;ЛОЖЬ;Полный день;Опыт в <highlighttext>системной</highlighttext> <highlighttext>аналитике</highlighttext> от 1 года. Опыт подготовки и согласования технической документации. Знание нотаций моделирования. Опыт разработки бизнес-требований...;Интервьюировать клиента по его бизнес-процессам. Анализировать документацию, присланную клиентом, для формирования требований к системе. Писать проектную документацию в ходе...;;Открытая;Pravo Tech — основоположники Legal Tech в России. Мы ускорили работу юристов в Тинькофф Страхование на 50%, сэкономили 30% времени юрдепу в Ростелекоме, провели крупнейший в Европе форум по автоматизации юридических процессов и не собираемся останавливаться! Если вам надоело работать над продуктом, который не приносит никакой пользы — приходите в Pravo Tech. Мы создаем решения для автоматизации процессов в бизнесе, которые избавляют людей от рутины и дают возможность заниматься творческими задачами. С нами вы всегда будете видеть результат работы. Ищем в команду Аналитика, который поможет нам анализировать бизнес клиента для реализации кастомных решений.   Что вы будете делать:   Интервьюировать клиента по его бизнес-процессам.   Анализировать документацию, присланную клиентом, для формирования требований к системе.   Писать проектную документацию в ходе внедрения.   Прорисовывать блок-схемы для иллюстрации бизнес-процессов.   Писать ТЗ на кастомные разработки.   Анализировать продукт с точки зрения покрытия клиентского функционала.   Писать инсайды и идеи доработок продуктов.   Логировать затраченное время.   Какой опыт нам нужен:   Опыт в системной аналитике от 1 года.   Опыт подготовки и согласования технической документации.   Знание нотаций моделирования.   Опыт разработки бизнес-требований, постановки задач на разработку ПО.   Способность поставить ТЗ на уровне объектов системы.   Что мы предлагаем:  Самый современный стек технологий. Работу со сложным и высоконагруженным продуктом. Команду с высоким уровень IT-специалистов — коллеги способствуют постоянному развитию. Мы — аккредитованная IT-компания. Можешь брать ипотеку под выгодный процент и не беспокоиться о геополитических проблемах. У нас отлаженные процессы разработки и тестирования — никакого хаоса и нереалистичных дедлайнов. Официальное оформление и «белый» доход. 
Системный аналитик;89513295;ЛОЖЬ;https://hh.ru/vacancy/89513295;13.12.2023 16:42;;Finstar Financial Group;Москва;Системный аналитик;Полная занятость;От 1 года до 3 лет;NaN;170000.0;;RUR;ЛОЖЬ;Удаленная работа;Уверенный опыт работы от 2х лет <highlighttext>системным</highlighttext> <highlighttext>аналитиком</highlighttext> в компаниях, занимающихся разработкой собственных IT-решений, их внедрением или системной...;BPM системы, которая управляет процессами и интерфейсами в банковских клиентских приложениях. Представляет собой BaaS сервис и Low-Code редактор компонентов...;;Открытая;"IT-EXPERT COMPANY - амбициозная и дружная IT-команда, мы создаём решения в области внедрения, трансформации и стратегического развития автоматизированных информационных систем и программных комплексов для международных проектов на рынке финансовых услуг. Разрабатываем инновационное программное обеспечение в сфере Fintech. Приглашаем в нашу профессиональную команду сильного, разностороннего и коммуникабельного Системного аналитика на проект Мобильный банкУдаленный формат работы/ релокация в СербиюПродукт состоит из:  BPM системы, которая управляет процессами и интерфейсами в банковских клиентских приложениях. Представляет собой BaaS сервис и Low-Code редактор компонентов с Hub службой поставки дополнений; Сервиса генерации User Interfaces используя технологию Back-end driven UI; Рабочего места администратора по управлению процессами и пользовательскими интерфейсами.  Чем предстоит заниматься:  Сбор, анализ и исследование бизнес-процессов компании к ПО и их последующая визуализация в нотациях UML,BPMN; Декомпозиция проектов на этапы и задачи; Анализ текущих проектов с целью выявления проблемных зон и предложений по их улучшению;  Разработка архитектурных решений и проработка их с командой разработки;  Описание и постановка технических заданий для разработчиков; Контроль сроков и результатов работы; Работа с технической документацией; Участие в тестировании перед релизами.  Что мы ожидаем от кандидата:   Уверенный опыт работы от 2х лет системным аналитиком в компаниях, занимающихся разработкой собственных IT-решений, их внедрением или системной интеграцией;   Понимание принципов проектирования программного обеспечения, жизненного цикла разработки ПО;   Общие познания в архитектуре клиент-серверных приложений;  Аналитические навыки: способность оценивать информацию собранную из нескольких источников и эффективно декомпозировать; Уверенная коммуникация с командой разработки; Знание SQL на уровне написания пользовательских запросов; Понимание принципов интеграционного взаимодействия систем (протоколы REST/SOAP, форматы XML/HTML/JSON).  Мы предлагаем:  Работу в молодой дружной команде, наставничество на этап вхождения в проект; Динамичный и быстроразвивающийся бизнес, ресурсы и возможность сделать вместе выдающийся продукт на рынке Fintech; Практика hard skills, реальная возможность для развития и профессионального роста; Повышение квалификации за счет компании; Официальное оформление в соответствии с ТК РФ / после испытательного срока (3 месяца) есть возможность рассмотреть релокацию в Сербию; Конкурентная заработная плата и возможность масштабировать её в зависимости от выполняемых бизнес-задач; Стабильная оплата с учетом отражений всех выплат; Гибкое начало и окончание рабочего дня; С заботой о здоровье - ДМС (включая стоматологию).  Просьба указывать ожидаемый уровень дохода, это ускорит время рассмотрения Вашего резюме.Уровень дохода и компенсаций обсуждается с успешным кандидатом по итогам собеседования и выполнения тестового задания."
Системный аналитик;90679697;ЛОЖЬ;https://hh.ru/vacancy/90679697;14.12.2023 11:28;;Фаст Софт;Санкт-Петербург;Системный аналитик;Полная занятость;От 1 года до 3 лет;NaN;160000.0;;RUR;ЛОЖЬ;Полный день;SOAP, REST (обязателен опыт в интеграционных проектах). Знание нотаций моделирования бизнес-процессов (BPMN, UML). Умение писать SQL-запросы. ;Ecommers продукт с аудиторией 500 000+ пользователей в месяц. - Highload решение для обработки заказов и управления логистикой и производством. - ;;Открытая;"Мы - аккредитованная в МинЦифрах IT компания. Входим с состав крупной франшизы (100+ подразделений, 8000+ сотрудников, на рынке с 2005 года). Численность IT компании - 70 человек. В связи с развитием новых проектов мы расширяем команду и открываем вакансию Системный аналитик. О проектах:  - Ecommers продукт с аудиторией 500 000+ пользователей в месяц.- Highload решение для обработки заказов и управления логистикой и производством.- Super-app для автоматизации процессов франшизы.   Обязанности:  Проектирование новых сервисов; Разработка требований к API и БД; Активное взаимодействие с командой продукта, разработчиками, тестировщиками и смежными командами;    Требования:  SOAP, REST (обязателен опыт в интеграционных проектах); Знание нотаций моделирования бизнес-процессов (BPMN, UML); Умение писать SQL-запросы; Навыки работы с Postman, Swagger; Опыт в разработке ER-диаграмм, проектировании БД. Умение говорить на одном языке как с бизнесом, так и с разработкой.    Что мы предлагаем: Доход и условия. Фиксированный доход (обсуждается с успешным кандидатом) + премия до 20% от размера фиксированного оклада. График работы. Гибкое начало и окончание рабочего дня. 5/2, офис. Стабильность. Работу в Компании полного цикла с 18-летним опытом на рынке и динамично растущим портфелем проектов. Заботу о Вашем здоровье. ДМС с возможностью выбрать программу (3 основных программы и 4 программы ""Стоматология""). Также мы участвуем в различных спортивных мероприятиях, арендуем площадки для футбола и пляжного волейбола. Развивающую среду. У нас есть возможность обучаться на любой онлайн платформе за счет компании. А ещё у нас структурированная команда, демократичная корпоративная культура и комфортная рабочая атмосфера. Активную корпоративную жизнь. Мы проводим интересные масштабные корпоративы и тимбилдинги; дарим подарки на дни рождения, Новый год, 8 марта и 23 февраля. В нашем корпоративном телеграм-канале постоянно разыгрываются классные подарки (сертификаты на посещение курортов Ленинградской области и Карелии, техника и электроника, винные коллекции и многое другое). На нашем корпоративном портале всегда можно узнать последние новости о Компании. Комфортное рабочее место. Современный комфортный офис в пешей доступности от ст. метро Пионерская/Комендантский пр. Дополнительные бонусы. Скидка 50% на обеды в ресторанах, расположенных в здании офиса."
Системный аналитик;91126871;ЛОЖЬ;https://hh.ru/vacancy/91126871;28.12.2023 17:49;;Аксиоматика;Волгоград;Аналитик;Полная занятость;Нет опыта;NaN;50000.0;;RUR;ЛОЖЬ;Полный день;Опыт работы будет преимуществом . Желателен опыт сбора, формализации и согласования требований. Желателен опыт написания ТЗ, документации. Знание процесса разработки и...;Разработка проектной документации и форматов данных. Сбор, анализ и формализация требований к информационной системе. Постановка задач разработчикам.;;Открытая;"(не удаленная работа) Основные клиенты компании «Аксиоматика» - это финансовые организации, банки и страховые компании по всему миру, география наших проектов: РФ, Казахстан, Польша, Румыния, ОАЭ, Саудовская Аравия, Вьетнам, Панама и пр.. Мы предлагаем сервисы на основе программного обеспечения международных аналитических компаний FICO и Experian, а также ведём свою собственную разработку на различных языках программирования(java, python, java и т.д.) и open-source – платформах(camunda и т.д.). В данный момент мы ищем второго аналитика к нам в команду!  Чем предстоит заниматься:  Разработка проектной документации и форматов данных; Сбор, анализ и формализация требований к информационной системе; Постановка задач разработчикам;    Что нам важно в вас:  Опыт работы будет преимуществом ; Желателен опыт сбора, формализации и согласования требований; Желателен опыт написания ТЗ, документации; Знание процесса разработки и сопровождения ПО; Желателен опыт разработки моделей данных Знание REST/SOAP API, XML, XSD, JSON будут также большим преимуществом Умение грамотно формулировать требования к разработке    Мы предлагаем:   График работы 5/2 с 9.00 до 18.00; Оформление по ТК РФ, оплата больничных, отпусков; Расположение офиса именно в Волгограде. Компания аккредитованная) . Уютный офис в Ворошиловском районе с шикарным видом на Волгу и безлимитным кофе Работу в дружной, динамично развивающейся команде профессионалов, которые всегда готовы прийти друг другу на помощь Интересные задачи и новые знания Бесплатные занятия английским с преподавателем  Заработная плата обсуждается индивидуально с каждым кандидатом и будет зависеть от вашего уровня знаний.   "
Менеджер по работе с клиентами;90143893;ЛОЖЬ;https://hh.ru/vacancy/90143893;27.12.2023 10:35;;Команда Ф5;Чебоксары;Менеджер по продажам, менеджер по работе с клиентами;Полная занятость;Нет опыта;NaN;50000.0;70000.0;RUR;ИСТИНА;Полный день;Опыт в продажах или в работе с клиентами от года. Ориентация на результат, дисциплинированность и энергичность.;Обработка входящих клиентских заявок. Проведение онлайн-встреч. Коммуникация с клиентом и осуществление продаж. Подготовка документов (коммерческое предложение, договор, счет). ;;Открытая;"Привет!Меня зовут Татьяна, я HR-менеджер Команды F5. Тебе интересна сфера IT, хочешь развиваться в этом направлении?Тогда у тебя есть шанс стать частью большой и дружной Команды F5!Мы приглашаем на работу активных и энергичных сотрудников, которые хотят работать в режиме непрерывного профессионального роста и достичь материального благополучия. Почему открыта вакансия:Основной вид деятельности Команды Ф5 — внедрение amoCRM в бизнес-процессы клиентов, кроме этого у компании есть своя ERP-система Conductor. Она предназначена для малых производственных предприятий, управляющая закупками, продажами, складом и производством, работой с клиентами и поставщиками. Поэтому мы ищем ответственного и внимательного человека на позицию менеджера по работе с клиентами в сфере IT, — системного аналитикаЧем предстоит заниматься?   Обработка входящих клиентских заявок;   Проведение онлайн-встреч;   Коммуникация с клиентом и осуществление продаж;   Подготовка документов (коммерческое предложение, договор, счет);   Реализация проектов внедрения ERP-системы Conductor (сбор требований, составление ТЗ на внедрение и настройка системы, а также реализация BPMN-процессов).   Мы приветствуем:   Опыт в продажах или в работе с клиентами от года;   Ориентация на результат, дисциплинированность и энергичность.   Мы предлагаем тебе:   Обучение для каждого сотрудника за счет компании;   Оклад + % + премии - БЕЗ ПОТОЛКА - в среднем, через 1,5-2 года менеджеры выходят на з/п от 120.000 рублей ежемесячно;   Работа только с теплыми заявками;   Карьерный рост до руководителя отдела продаж за год с доходом от 250.000 рублей;   Современный офис в центре города со спортивным инвентарем, чай/кофе и печеньки;   Корпоративы, подарки, бонусы (вылазки на природу, компьютерные игры, настолки и корпоративная скидка на абонемент в тренажерный зал);   Понятная в использовании ERP-система;   Доступ к корпоративной библиотеке;   Обучение в образовательных платформах с 50% скидкой (Skillbox, SkillFactory);   В теме сопроводительного письма напишите имя любимого супер-героя;   Современный, просторный и уютный офис в центре города;   График 5/2 с 09:00 до 18:00;   Оформление по ТК РФ с 1 дня выхода на работу;   Профессиональная команда   Если тебя заинтересовала эта вакансия, направь нам отклик и мы перезвоним тебе.    "
Fullstack разработчик;88768676;ЛОЖЬ;https://hh.ru/vacancy/88768676;29.12.2023 13:49;;SKL Group;Санкт-Петербург;Программист, разработчик;Полная занятость;От 3 до 6 лет;NaN;176000.0;200000.0;RUR;ЛОЖЬ;Удаленная работа;Разработка бэкенд на Yii2. Разработка фронтенд на Vue2/Vue3. Знание PHP 7.2+. Знание MySQL и...;Поддержка и доработка внутренних сайтов компании. Интеграция с внутренними и внешними сервисами: программа лояльности, электронный каталог, сайт сервисной службы.;;Открытая;"Приветствуем тебя в SKL Group, ведущем производителе и поставщике сантехники под собственными брендами IDDIS и Milardo.  Мы приглашаем Web-разработчика для расширения команды в одном из направлений: «Разработка и эксплуатация Бизнес систем». В команде направления: руководитель проекта ,2 web-разработчика, 3 разработчика CRM, разработчик BI, консультант, системный аналитик. Вместе мы создаем и поддерживаем информационные системы и сервисы, которые помогают нам эффективно продвигать наш продукт и укреплять наш бренд. Присоединившись к нашей команде, ты получишь возможность активно участвовать в развитии ведущих продуктов в отрасли, дружелюбную атмосферу и работу в крутой команде! Откликайся на вакансию! Мы предлагаем:  Полную занятость, профессиональное развитие, участие в новых проектах, белую заработную плату и прозрачную систему мотивации; Работу в аккредитованной IT- компании ""СКЛ Цифровой"", в профессиональной команде; Формат работы на выбор: можно полностью удаленно, можно в офисе, можно гибрид. Важное уточнение - мы ищем сотрудника в СПб); Занятия боксом в зале (на территории организации) с профессиональным тренером за счет компании; Добровольное медицинское страхование после испытательного срока; Корпоративная развозка от/до ст.метро Московская и пр.Ветеранов; Уровень дохода обсуждается , зависит от набора необходимых и желательных компетенций, пишите вопросы в чат или звоните, обсудим.  Обязанности:  Поддержка и доработка внутренних сайтов компании; Интеграция с внутренними и внешними сервисами: программа лояльности, электронный каталог, сайт сервисной службы.  Используемый стек технологий:  Разработка бэкенд на Yii2 Разработка фронтенд на Vue2/Vue3 Знание PHP 7.2+ Знание MySQL и PostgreSQL Опыт работы с git, gitlab, gitlab CI/CD Знание Linux (Debian/Ubuntu) Знание Nginx Понимание работы REST API Знание HTML5/CSS3  Что мы ожидаем от кандидата:  Знания и опыт с большинством технологий, перечисленных выше; Понимание того, как устроена архитектура веб приложения, понимание принципов работы его отдельных составляющих; Представление о том, как устроен жизненный цикл HTTP-запроса; Опыт в построении REST API; Понимание принципов SOLID и ООП; Понимание того, как построить , масштабируемую архитектуру базы данных. Опыт работы с PostgreSQL/MySQL (написание сложных запросов; понимание EXPLAIN; оптимизация медленных запросов без изменения структуры БД; изменение схем больших таблиц без простоя и т.д.); Знание адаптивной верстки. "
